,award_id,region,award_name,start,reason_refusal,projname_conf,projname_conf_oe,award_no_conf,award_no_conf_oe,proj_phase,con_phase,country_loc1,country_loc2,country_loc3,country_loc4,country_loc5,country_additional,sponsoroff,sponsoroff_oe,missionoff,wauoff_bureaus,wauoff_office,framework,framework_1,framework_2,framework_3,framework_4,framework_5,framework_6,framework_7,framework_8,framework_9,framework_10,framework_11,framework_12,framework_13,framework_14,framework_15,framework_16,framework_17,framework_18,framework_19,framework_20,framework_21,framework_22,framework_23,framework_24,framework_96,ecd_num,ecd_num_oe,ecdnum_spc,award_mech,grnt_cntrct,implm_assess,assess_who,assess_who_1,assess_who_2,assess_who_3,assess_who_3_oe,assess_who_4,assess_who_4_oe,assess_who_5,assess_who_6,assess_who_6_oe,access_proc_old,access_proc1,access_proc1_1,access_proc2,access_proc2_2,access_proc3,access_proc3_3,access_proc5,access_proc5_5,access_proc4,access_proc4_4,access_proc6,access_proc6_6,access_proc7,access_proc7_7,access_proc8,access_proc8_96,access_proc9,access_proc9_9,access_proc9_9_oe,assess_outcome,enab_env_support,enab_env_type,enab_env_type_1,enab_env_type_2,enab_env_type_3,enab_env_type_4,enab_env_type_5,enab_env_type_6,enab_env_type_7,enab_env_type_8,enab_env_type_9,enab_env_type_10,enab_env_type_10_oe,cap_build,cap_build_oe,omfund_avail,omfund_avail_oe,om_outcome,omfund_con,omfund_con_1,omfund_con_2,omfund_con_3,omfund_con_4,omfund_con_5,omfund_con_6,omfund_con_9,omfund_con_10,omfund_con_10_oe,omfund_con_96,omfund_con_7,omfund_con_8,om_contin,om_contin_1,om_contin_2,om_contin_3,om_contin_4,om_contin_5,om_contin_6,om_contin_6_oe,om_contin_96,om_contin_0,cert_use,gender,risk_reg,gov_consult,gov_consult_who,gov_consult_who_1,gov_consult_who_2,gov_consult_who_3,gov_consult_who_4,gov_consult_who_4_oe,stkh_consult,stkh_consult_who,stkh_consult_who_1,stkh_consult_who_2,stkh_consult_who_3,stkh_consult_who_4,stkh_consult_who_4_oe,site_apprv,site_apprv_who,site_apprv_who_1,site_apprv_who_2,site_apprv_who_3,site_apprv_who_4,site_apprv_who_4_oe,secinfra,crb_rev,usg_tech,tech_who,tech_who_1,tech_who_2,tech_who_3,tech_who_4,tech_who_5,tech_who_6,tech_who_6_oe,tech_who_7,award_std,award_type,award_type_oe,far16,far16_type,contrct_sup,con_noncon,con_divide,far36_523,far36_matrix,far36_53,dlp,dlp_oe,des_std_award,des_std_award_1,des_std_award_2,des_std_award_3,des_std_award_4,des_std_award_5,des_std_award_6,des_std_award_7,des_std_award_8,des_std_award_9,des_std_award_9_oe,des_std_award_96,hazard_matl,hazard_matl_oe,hazard_matl_bs,hazard_matl_bs_1,hazard_matl_bs_2,hazard_matl_bs_3,hazard_matl_bs_96,hazard_matl_bs_4,hazard_matl_bs_4_oe,seis_des,seis_des_std,seis_des_std_1,seis_des_std_2,seis_des_std_3,seis_des_std_4,seis_des_std_5,seis_des_std_6,seis_des_std_7,seis_des_std_8,seis_des_std_9,seis_des_std_9_oe,seis_des_std_96,seis_cat,seis_cat_oe,hur_des,flood_des,wind_std,wind_std_1,wind_std_2,wind_std_3,wind_std_4,wind_std_4_oe,wind_std_96,wind_std_5,gov_est,est_prep,est_prep_oe,est_basis,cost_rev,cost_rev_oe,cor_app,gov_sched,est_sched_prep,est_sched_prep_oe,usg_inc,usg_inc_oe,cost_ben_analy,return_rate,return_rate_oe,build_cost,prime_comp,prime_stat,prime_stat_oe,finstat,bonding,cont_start,cont_end_plan,total_budget_plan,construct_budget_plan,award_amd,lic_app,lic_app_oe,mod_no,mod_des_1,mod_des_1_1,mod_des_1_2,mod_des_1_3,mod_des_1_4,mod_des_1_5,mod_des_1_6,mod_des_1_7,mod_des_1_8,mod_des_1_9,mod_des_1_10,mod_des_1_11,mod_des_1_12,mod_des_1_13,mod_des_1_13_oe,mod_des_1_96,mod_value_1,mod_des_2,mod_des_2_1,mod_des_2_2,mod_des_2_3,mod_des_2_4,mod_des_2_5,mod_des_2_6,mod_des_2_7,mod_des_2_8,mod_des_2_9,mod_des_2_10,mod_des_2_11,mod_des_2_12,mod_des_2_13,mod_des_2_13_oe,mod_des_2_96,mod_value_2,mod_des_3,mod_des_3_1,mod_des_3_2,mod_des_3_3,mod_des_3_4,mod_des_3_5,mod_des_3_6,mod_des_3_7,mod_des_3_8,mod_des_3_9,mod_des_3_10,mod_des_3_11,mod_des_3_12,mod_des_3_13,mod_des_3_13_oe,mod_des_3_96,mod_value_3,mod_des_4,mod_des_4_1,mod_des_4_2,mod_des_4_3,mod_des_4_4,mod_des_4_5,mod_des_4_6,mod_des_4_7,mod_des_4_8,mod_des_4_9,mod_des_4_10,mod_des_4_11,mod_des_4_12,mod_des_4_13,mod_des_4_13_oe,mod_des_4_96,mod_value_4,mod_des_5,mod_des_5_1,mod_des_5_2,mod_des_5_3,mod_des_5_4,mod_des_5_5,mod_des_5_6,mod_des_5_7,mod_des_5_8,mod_des_5_9,mod_des_5_10,mod_des_5_11,mod_des_5_12,mod_des_5_13,mod_des_5_13_oe,mod_des_5_96,mod_value_5,mod_des_6,mod_des_6_1,mod_des_6_2,mod_des_6_3,mod_des_6_4,mod_des_6_5,mod_des_6_6,mod_des_6_7,mod_des_6_8,mod_des_6_9,mod_des_6_10,mod_des_6_11,mod_des_6_12,mod_des_6_13,mod_des_6_13_oe,mod_des_6_96
354,3580,East Africa Regional,623-A-00-07-00050-00,1,,1,,1,,3,4,24,43,79,-6,-6,Somalia,1,,9,,,-8,-8,-8,1,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,871,,4,-8,1,-8,-8,-8,-8,,-8,,-8,1,Prime contractor,-6,-8,-8,-8,-8,-8,-8,-6,-8,-6,-8,-8,-8,-6,-8,-6,-8,-6,-8,,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,Technical and Oversight was provided by the Prime Contractor's Engineer,0,,2,,-8,-8,1,-8,1,-8,1,-8,-8,1,"Other donors, local communities and private actors in the region quite often provide support to maintain community projects",-8,-8,-8,-8,1,1,1,1,1,1,"Governance within project management structures including managing committees constituted by the communities, and willingness of the Governments to support the projects and address corruption that characterize the region.",-8,-8,0,0,0,1,-8,-8,-8,1,1,"Entire government systems were made aware of the projects through the community working groups, some of which included local government officials",1,-8,1,1,1,-8,,0,-8,-8,-8,-8,-8,,1,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-1,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,1,-1,,-8,-8,-8,-8,-8,-8,,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,-1,-8,-8,-8,-8,-8,,1,-8,1,15,Prime contractor's Engineer,5,15,USAID relied on the prime contractor's Engineer for the reasonableness of cost estimates. Also community based contracting process enable selection of a contractor with reasonable technical and and cost proposal,1,0,-8,,-8,,0,-8,,-8,1,-8,,-8,-1,01sep2007,01oct2012,12595826.0,3400000.0,1,1,,2,-8,1,-8,1,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,,-8,750000.0,-8,1,-8,1,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,,-8,1845826.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
355,3582,Southern Africa,SoAg 690-0020,1,,1,,1,,2,2,95,-6,-6,-6,-6,"This construction project occurred in Swaziland. It is considered a non-presence country (NPC), and all of its programs are run out of the USAID/Southern Africa regional mission in Pretoria, under the PEPFAR-funded Regional HIV/AIDS Project (RHAP).",1,,88,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1,,,-8,-8,-8,-8,-8,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-8,1,-6,-8,-8,-8,-8,-8,-6,-8,-6,-8,,2,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,0,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,0,-1,0,1,-8,1,-8,-8,-8,,-1,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,1,-1,,-8,-8,-8,-8,-8,-8,,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,-1,-1,-8,-8,-8,-8,-8,,1,-8,0,-8,,-8,-8,,-8,0,-8,,-8,,0,-8,,-8,-8,-8,,-8,-8,01apr2011,01apr2016,50000000.0,-8.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
356,3591,South Africa,AID-674-A-08-00005,1,,1,,1,,2,4,73,-6,-6,-6,-6,,1,,24,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,SouthernAfrica_FY08_Health_IEE_092708.iee,,4,-8,-1,-8,-8,-8,-8,,-8,,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,EMMP,-1,,2,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,,1,-8,-1,1,0,1,-8,-8,1,1,-8,,0,-8,-8,-8,-8,-8,,1,-8,-8,1,1,-8,,0,-1,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,0,,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,Local - South African Bureau of Standards,-8,-1,,-8,-8,-8,-8,-8,-8,,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,-1,-1,-8,-8,-8,1,-8,,-8,-8,-1,-8,,-8,-8,,-8,-1,-8,,-8,,-1,-8,,-8,1,-8,,-8,0,01oct2007,01sep2012,115405000.0,1808507.0,-1,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
357,3592,South Africa,AID-674-A-00-08-00008,1,,0,Broadreach Healthcare LLC,1,,2,4,73,-6,-6,-6,-6,,1,,24,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,South_Africa_FY08_Health_IEE_092708.iee,,4,-8,-1,-8,-8,-8,-8,,-8,,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,Project Management,0,,2,,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,-1,1,-1,1,-8,1,-8,-8,-8,,-1,-8,-8,-8,-8,-8,,1,-8,-8,-8,-8,1,Provincial,1,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,-1,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-1,,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,US and Local standards,-8,1,,-8,1,1,-8,-8,-8,,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,-1,1,-8,-8,-8,1,-8,,-8,-8,0,-8,,-8,-8,,-8,1,15,Agreement Officer,-8,,-1,-8,,-8,1,-8,,-8,0,01oct2007,01sep2012,98230000.0,4500000.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
358,3595,South Africa,674-C-00-09-00121,1,,0,"University Research Co., LLC - TB project",1,,2,1,73,-6,-6,-6,-6,,1,,24,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,TBD,,1,1,0,-8,-8,-8,-8,,-8,,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,2,,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,0,0,0,1,-8,1,1,1,-8,,1,-8,-8,-8,-8,1,Government Parastatal,0,-8,-8,-8,-8,-8,,0,1,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-1,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,1,-1,,-8,-8,-8,-8,-8,-8,,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,-1,-8,-8,-8,-8,-8,,1,-8,-1,-8,,-8,-8,,-8,0,-8,,0,,0,-8,,-8,1,-8,,0,-1,01sep2009,01sep2014,64616586.0,700000.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
359,3596,South Africa,AID-674-A-12-00017,1,,1,,1,,2,2,73,-6,-6,-6,-6,,1,,24,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,South_Africa_FY08_Health_IEE_092708.iee,,4,-8,1,-8,1,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-8,1,-6,-8,-8,-8,-6,-8,-6,-8,-8,1,Organization is a past implementing partner of USAID.,1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,2,,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,District government,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,None to my best knowledge,-8,-8,-1,1,1,0,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,,0,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,-1,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-1,,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,Both local and US standards,-8,1,,-8,1,1,-8,-8,-8,,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,-1,1,-8,-8,-8,1,-8,,-8,-8,0,-8,,-8,-8,,-8,1,15,USAID Agreement Officer,-8,,0,-8,,-8,1,-8,,-8,0,01aug2012,01sep2017,70622500.0,-8.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
360,3617,West Africa Regional,10-00013,1,,1,,1,,2,4,14,-6,-6,-6,-6,,1,,23,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,1,38452,,4,-8,1,-8,-8,1,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-8,1,-8,1,-8,-8,-6,-8,-6,-8,-6,-8,,1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,2,,-8,-8,1,-8,1,-8,-8,-8,-8,1,other NGOs,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,0,1,1,1,-8,1,1,1,-8,,1,-8,-8,-8,1,-8,,1,-8,1,1,1,-8,,1,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,-1,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-1,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,1,1,,-8,1,-8,1,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,1,-8,1,-8,-8,-8,,-8,-8,1,-1,,-1,15,FFP along with all the Program components costs,1,-1,-8,,-8,,1,-8,,1,1,-8,,-8,-1,01jun2010,01may2015,599804.0,137000.0,1,-1,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
361,3624,Lebanon,AID-268-A-12-00004,1,,1,,1,,1,1,46,-6,-6,-6,-6,,1,,82,,,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,ME 12-87,,4,-8,0,-8,-8,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-6,-8,-8,1,-8,-8,-6,-8,-6,-8,-6,-8,,1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,0,,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,,-8,-8,-8,-8,1,-8,-8,-8,1,-8,,-8,-8,1,1,0,1,-8,-8,-8,1,-8,,1,-8,1,-8,1,-8,,1,-8,-8,-8,1,-8,,1,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,1,to be specified by the implmenting partner,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,,-8,0,to included in the Implmenting Partner sub-awrds as part of compliance to USAID requirements,-8,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,0,-8,-8,-8,-8,-8,,-8,1,0,-8,,-8,-8,,-8,1,4,,-8,,1,-8,,1,1,-8,,-8,0,01sep2012,01sep2017,9296150.0,633629.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
362,3625,Lebanon,AID-268-A-12-00006,1,,1,,1,,1,1,46,-6,-6,-6,-6,,1,,82,,,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,ME 12-87,,4,-8,0,-8,-8,-8,-8,,-8,,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,0,,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,1,1,0,1,-8,-8,-8,1,-8,,1,-8,1,-8,1,-8,,1,-8,-8,1,1,-8,,1,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,1,to be specifped by the awardee,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,to be developed by the awardee,-8,0,part of 22 CFR 216 compliance requirements,-8,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,0,-8,-8,-8,-8,-8,,1,-8,-1,-8,,-8,-8,,-8,1,4,,-8,,1,-8,,1,1,-8,,-8,0,01sep2012,01sep2017,8724658.0,505123.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
363,3626,Lebanon,268-A-00-08-00024-00,1,,1,,1,,3,4,46,-6,-6,-6,-6,,1,,82,,,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,1,-8,-8,-8,1,ME 10-167,,4,-8,0,-8,-8,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-6,-8,-6,-8,-8,-8,-6,-8,-6,-8,-6,-8,,1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,0,,-8,-8,1,-8,1,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,,-8,-8,-1,1,0,-1,-8,-8,-8,-8,-8,,-1,-8,-8,-8,-8,-8,,-1,-8,-8,-8,-8,-8,,-1,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-1,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,1,-1,,-8,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,0,-8,-8,-8,-8,-8,,-8,1,-1,-8,,-8,-8,,-8,-1,-8,,-8,,-1,-8,,-8,1,-8,,-8,-1,01apr2008,01jul2012,11385314.0,2883808.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
364,3629,Lebanon,AID-268-A-12-00005,1,,1,,1,,1,1,46,-6,-6,-6,-6,,1,,82,,,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,ME 12-87,,4,-8,0,-8,-8,-8,-8,,-8,,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,0,,-8,-8,1,-8,1,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,1,1,0,1,-8,-8,-8,1,-8,,1,-8,1,-8,1,-8,,1,-8,-8,1,1,-8,,1,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,1,to be specified by the awardee,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,to developed by the awardee,-8,0,part of the 22 CFR 216 compliance requirements,-8,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,0,-8,-8,-8,-8,-8,,-8,1,0,-8,,-8,-8,,-8,1,4,,-8,,1,-8,,1,1,-8,,-8,0,01sep2012,01sep2017,9084700.0,680686.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
