,Variable Name,Variable Label,Variable Type
1331,mod_des_16_10,Modification 16: Compliance to meet environmental requirements,Numeric
1332,mod_des_16_11,Modification 16: Compliance to meet disability access requirements (local or int,Numeric
1333,mod_des_16_12,Modification 16: Other requirements,Numeric
1334,mod_des_16_13,"Modification 16: Other, Specify",Numeric
1335,mod_des_16_13_oe,MOD_DES_16_13_OE,String
1336,mod_des_16_96,Modification 16: Don't know,Numeric
1337,mod_value_16,What was the value of modification?,Numeric
1338,mod_des_17,For modification please tell us if modification 17 covered any of the following ,Numeric
1339,mod_des_17_1,Modification 17: Increase in quantity delivered/requested,Numeric
1340,mod_des_17_2,Modification 17: Decrease in quantity delivered/requested,Numeric
1341,mod_des_17_3,Modification 17: Increase in capacity delivered/requested,Numeric
1342,mod_des_17_4,Modification 17: Decrease in capacity delivered/requested,Numeric
1343,mod_des_17_5,Modification 17: Schedule extended,Numeric
1344,mod_des_17_6,Modification 17: Schedule shortenend,Numeric
1345,mod_des_17_7,Modification 17: Rework needed,Numeric
1346,mod_des_17_8,Modification 17: Sustainability - anything to improve the longevity of the facil,Numeric
1347,mod_des_17_9,Modification 17: Compliance to meet health & safety requirements,Numeric
1348,mod_des_17_10,Modification 17: Compliance to meet environmental requirements,Numeric
1349,mod_des_17_11,Modification 17: Compliance to meet disability access requirements (local or int,Numeric
1350,mod_des_17_12,Modification 17: Other requirements,Numeric
1351,mod_des_17_13,"Modification 17: Other, Specify",Numeric
1352,mod_des_17_13_oe,MOD_DES_17_13_OE,String
1353,mod_des_17_96,Modification 17: Don't know,Numeric
1354,mod_value_17,What was the value of modification?,long
1355,mod_des_18,For modification please tell us if modification 18 covered any of the following ,Numeric
1356,mod_des_18_1,Modification 18: Increase in quantity delivered/requested,Numeric
1357,mod_des_18_2,Modification 18: Decrease in quantity delivered/requested,Numeric
1358,mod_des_18_3,Modification 18: Increase in capacity delivered/requested,Numeric
1359,mod_des_18_4,Modification 18: Decrease in capacity delivered/requested,Numeric
1360,mod_des_18_5,Modification 18: Schedule extended,Numeric
1361,mod_des_18_6,Modification 18: Schedule shortenend,Numeric
1362,mod_des_18_7,Modification 18: Rework needed,Numeric
1363,mod_des_18_8,Modification 18: Sustainability - anything to improve the longevity of the facil,Numeric
1364,mod_des_18_9,Modification 18: Compliance to meet health & safety requirements,Numeric
1365,mod_des_18_10,Modification 18: Compliance to meet environmental requirements,Numeric
1366,mod_des_18_11,Modification 18: Compliance to meet disability access requirements (local or int,Numeric
1367,mod_des_18_12,Modification 18: Other requirements,Numeric
1368,mod_des_18_13,"Modification 18: Other, Specify",Numeric
1369,mod_des_18_13_oe,MOD_DES_18_13_OE,String
1370,mod_des_18_96,Modification 18: Don't know,Numeric
1371,mod_value_18,What was the value of modification?,long
1372,mod_des_19,For modification please tell us if modification 19 covered any of the following ,Numeric
1373,mod_des_19_1,Modification 19: Increase in quantity delivered/requested,Numeric
1374,mod_des_19_2,Modification 19: Decrease in quantity delivered/requested,Numeric
1375,mod_des_19_3,Modification 19: Increase in capacity delivered/requested,Numeric
1376,mod_des_19_4,Modification 19: Decrease in capacity delivered/requested,Numeric
1377,mod_des_19_5,Modification 19: Schedule extended,Numeric
1378,mod_des_19_6,Modification 19: Schedule shortenend,Numeric
1379,mod_des_19_7,Modification 19: Rework needed,Numeric
1380,mod_des_19_8,Modification 19: Sustainability - anything to improve the longevity of the facil,Numeric
1381,mod_des_19_9,Modification 19: Compliance to meet health & safety requirements,Numeric
1382,mod_des_19_10,Modification 19: Compliance to meet environmental requirements,Numeric
1383,mod_des_19_11,Modification 19: Compliance to meet disability access requirements (local or int,Numeric
1384,mod_des_19_12,Modification 19: Other requirements,Numeric
1385,mod_des_19_13,"Modification 19: Other, Specify",Numeric
1386,mod_des_19_13_oe,MOD_DES_19_13_OE,String
1387,mod_des_19_96,Modification 19: Don't know,Numeric
1388,mod_value_19,What was the value of modification?,Numeric
1389,mod_des_20,For modification please tell us if modification 20 covered any of the following ,Numeric
1390,mod_des_20_1,Modification 20: Increase in quantity delivered/requested,Numeric
1391,mod_des_20_2,Modification 20: Decrease in quantity delivered/requested,Numeric
1392,mod_des_20_3,Modification 20: Increase in capacity delivered/requested,Numeric
1393,mod_des_20_4,Modification 20: Decrease in capacity delivered/requested,Numeric
1394,mod_des_20_5,Modification 20: Schedule extended,Numeric
1395,mod_des_20_6,Modification 20: Schedule shortenend,Numeric
1396,mod_des_20_7,Modification 20: Rework needed,Numeric
1397,mod_des_20_8,Modification 20: Sustainability - anything to improve the longevity of the facil,Numeric
1398,mod_des_20_9,Modification 20: Compliance to meet health & safety requirements,Numeric
1399,mod_des_20_10,Modification 20: Compliance to meet environmental requirements,Numeric
1400,mod_des_20_11,Modification 20: Compliance to meet disability access requirements (local or int,Numeric
1401,mod_des_20_12,Modification 20: Other requirements,Numeric
1402,mod_des_20_13,"Modification 20: Other, Specify",Numeric
1403,mod_des_20_13_oe,MOD_DES_20_13_OE,String
1404,mod_des_20_96,Modification 20: Don't know,Numeric
1405,mod_value_20,What was the value of modification?,Numeric
1406,mod_des_21,For modification please tell us if modification 21 covered any of the following ,Numeric
1407,mod_des_21_1,Modification 21: Increase in quantity delivered/requested,Numeric
1408,mod_des_21_2,Modification 21: Decrease in quantity delivered/requested,Numeric
1409,mod_des_21_3,Modification 21: Increase in capacity delivered/requested,Numeric
1410,mod_des_21_4,Modification 21: Decrease in capacity delivered/requested,Numeric
1411,mod_des_21_5,Modification 21: Schedule extended,Numeric
1412,mod_des_21_6,Modification 21: Schedule shortenend,Numeric
1413,mod_des_21_7,Modification 21: Rework needed,Numeric
1414,mod_des_21_8,Modification 21: Sustainability - anything to improve the longevity of the facil,Numeric
1415,mod_des_21_9,Modification 21: Compliance to meet health & safety requirements,Numeric
1416,mod_des_21_10,Modification 21: Compliance to meet environmental requirements,Numeric
1417,mod_des_21_11,Modification 21: Compliance to meet disability access requirements (local or int,Numeric
1418,mod_des_21_12,Modification 21: Other requirements,Numeric
1419,mod_des_21_13,"Modification 21: Other, Specify",Numeric
1420,mod_des_21_13_oe,MOD_DES_21_13_OE,String
1421,mod_des_21_96,Modification 21: Don't know,Numeric
1422,mod_value_21,What was the value of modification?,long
1423,mod_des_22,For modification please tell us if modification 22 covered any of the following ,Numeric
1424,mod_des_22_1,Modification 22: Increase in quantity delivered/requested,Numeric
1425,mod_des_22_2,Modification 22: Decrease in quantity delivered/requested,Numeric
1426,mod_des_22_3,Modification 22: Increase in capacity delivered/requested,Numeric
1427,mod_des_22_4,Modification 22: Decrease in capacity delivered/requested,Numeric
1428,mod_des_22_5,Modification 22: Schedule extended,Numeric
1429,mod_des_22_6,Modification 22: Schedule shortenend,Numeric
1430,mod_des_22_7,Modification 22: Rework needed,Numeric
1431,mod_des_22_8,Modification 22: Sustainability - anything to improve the longevity of the facil,Numeric
1432,mod_des_22_9,Modification 22: Compliance to meet health & safety requirements,Numeric
1433,mod_des_22_10,Modification 22: Compliance to meet environmental requirements,Numeric
1434,mod_des_22_11,Modification 22: Compliance to meet disability access requirements (local or int,Numeric
1435,mod_des_22_12,Modification 22: Other requirements,Numeric
1436,mod_des_22_13,"Modification 22: Other, Specify",Numeric
1437,mod_des_22_13_oe,MOD_DES_22_13_OE,String
1438,mod_des_22_96,Modification 22: Don't know,Numeric
1439,mod_value_22,What was the value of modification?,Numeric
1440,mod_des_23,For modification please tell us if modification 23 covered any of the following ,Numeric
1441,mod_des_23_1,Modification 23: Increase in quantity delivered/requested,Numeric
1442,mod_des_23_2,Modification 23: Decrease in quantity delivered/requested,Numeric
1443,mod_des_23_3,Modification 23: Increase in capacity delivered/requested,Numeric
1444,mod_des_23_4,Modification 23: Decrease in capacity delivered/requested,Numeric
1445,mod_des_23_5,Modification 23: Schedule extended,Numeric
1446,mod_des_23_6,Modification 23: Schedule shortenend,Numeric
1447,mod_des_23_7,Modification 23: Rework needed,Numeric
1448,mod_des_23_8,Modification 23: Sustainability - anything to improve the longevity of the facil,Numeric
1449,mod_des_23_9,Modification 23: Compliance to meet health & safety requirements,Numeric
1450,mod_des_23_10,Modification 23: Compliance to meet environmental requirements,Numeric
1451,mod_des_23_11,Modification 23: Compliance to meet disability access requirements (local or int,Numeric
1452,mod_des_23_12,Modification 23: Other requirements,Numeric
1453,mod_des_23_13,"Modification 23: Other, Specify",Numeric
1454,mod_des_23_13_oe,MOD_DES_23_13_OE,String
1455,mod_des_23_96,Modification 23: Don't know,Numeric
1456,mod_value_23,What was the value of modification?,Numeric
1457,mod_des_24,For modification please tell us if modification 24 covered any of the following ,Numeric
1458,mod_des_24_1,Modification 24: Increase in quantity delivered/requested,Numeric
1459,mod_des_24_2,Modification 24: Decrease in quantity delivered/requested,Numeric
1460,mod_des_24_3,Modification 24: Increase in capacity delivered/requested,Numeric
1461,mod_des_24_4,Modification 24: Decrease in capacity delivered/requested,Numeric
1462,mod_des_24_5,Modification 24: Schedule extended,Numeric
1463,mod_des_24_6,Modification 24: Schedule shortenend,Numeric
1464,mod_des_24_7,Modification 24: Rework needed,Numeric
1465,mod_des_24_8,Modification 24: Sustainability - anything to improve the longevity of the facil,Numeric
1466,mod_des_24_9,Modification 24: Compliance to meet health & safety requirements,Numeric
1467,mod_des_24_10,Modification 24: Compliance to meet environmental requirements,Numeric
1468,mod_des_24_11,Modification 24: Compliance to meet disability access requirements (local or int,Numeric
1469,mod_des_24_12,Modification 24: Other requirements,Numeric
1470,mod_des_24_13,"Modification 24: Other, Specify",Numeric
1471,mod_des_24_13_oe,MOD_DES_24_13_OE,String
1472,mod_des_24_96,Modification 24: Don't know,Numeric
1473,mod_value_24,What was the value of modification?,Numeric
1474,mod_des_25,For modification please tell us if modification 25 covered any of the following ,Numeric
1475,mod_des_25_1,Modification 25: Increase in quantity delivered/requested,Numeric
1476,mod_des_25_2,Modification 25: Decrease in quantity delivered/requested,Numeric
1477,mod_des_25_3,Modification 25: Increase in capacity delivered/requested,Numeric
1478,mod_des_25_4,Modification 25: Decrease in capacity delivered/requested,Numeric
1479,mod_des_25_5,Modification 25: Schedule extended,Numeric
1480,mod_des_25_6,Modification 25: Schedule shortenend,Numeric
1481,mod_des_25_7,Modification 25: Rework needed,Numeric
1482,mod_des_25_8,Modification 25: Sustainability - anything to improve the longevity of the facil,Numeric
1483,mod_des_25_9,Modification 25: Compliance to meet health & safety requirements,Numeric
1484,mod_des_25_10,Modification 25: Compliance to meet environmental requirements,Numeric
1485,mod_des_25_11,Modification 25: Compliance to meet disability access requirements (local or int,Numeric
1486,mod_des_25_12,Modification 25: Other requirements,Numeric
1487,mod_des_25_13,"Modification 25: Other, Specify",Numeric
1488,mod_des_25_13_oe,MOD_DES_25_13_OE,String
1489,mod_des_25_96,Modification 25: Don't know,Numeric
1490,mod_value_25,What was the value of modification?,Numeric
1491,mod_des_26,For modification please tell us if modification 26 covered any of the following ,Numeric
1492,mod_des_26_1,Modification 26: Increase in quantity delivered/requested,Numeric
1493,mod_des_26_2,Modification 26: Decrease in quantity delivered/requested,Numeric
1494,mod_des_26_3,Modification 26: Increase in capacity delivered/requested,Numeric
1495,mod_des_26_4,Modification 26: Decrease in capacity delivered/requested,Numeric
1496,mod_des_26_5,Modification 26: Schedule extended,Numeric
1497,mod_des_26_6,Modification 26: Schedule shortenend,Numeric
1498,mod_des_26_7,Modification 26: Rework needed,Numeric
1499,mod_des_26_8,Modification 26: Sustainability - anything to improve the longevity of the facil,Numeric
1500,mod_des_26_9,Modification 26: Compliance to meet health & safety requirements,Numeric
1501,mod_des_26_10,Modification 26: Compliance to meet environmental requirements,Numeric
1502,mod_des_26_11,Modification 26: Compliance to meet disability access requirements (local or int,Numeric
1503,mod_des_26_12,Modification 26: Other requirements,Numeric
1504,mod_des_26_13,"Modification 26: Other, Specify",Numeric
1505,mod_des_26_13_oe,MOD_DES_26_13_OE,String
1506,mod_des_26_96,Modification 26: Don't know,Numeric
1507,mod_value_26,What was the value of modification?,Numeric
1508,mod_des_27,For modification please tell us if modification 27 covered any of the following ,Numeric
1509,mod_des_27_1,Modification 27: Increase in quantity delivered/requested,Numeric
1510,mod_des_27_2,Modification 27: Decrease in quantity delivered/requested,Numeric
1511,mod_des_27_3,Modification 27: Increase in capacity delivered/requested,Numeric
1512,mod_des_27_4,Modification 27: Decrease in capacity delivered/requested,Numeric
1513,mod_des_27_5,Modification 27: Schedule extended,Numeric
1514,mod_des_27_6,Modification 27: Schedule shortenend,Numeric
1515,mod_des_27_7,Modification 27: Rework needed,Numeric
1516,mod_des_27_8,Modification 27: Sustainability - anything to improve the longevity of the facil,Numeric
1517,mod_des_27_9,Modification 27: Compliance to meet health & safety requirements,Numeric
1518,mod_des_27_10,Modification 27: Compliance to meet environmental requirements,Numeric
1519,mod_des_27_11,Modification 27: Compliance to meet disability access requirements (local or int,Numeric
1520,mod_des_27_12,Modification 27: Other requirements,Numeric
1521,mod_des_27_13,"Modification 27: Other, Specify",Numeric
1522,mod_des_27_13_oe,MOD_DES_27_13_OE,String
1523,mod_des_27_96,Modification 27: Don't know,Numeric
1524,mod_value_27,What was the value of modification?,Numeric
1525,mod_des_28,For modification please tell us if modification 28 covered any of the following ,Numeric
1526,mod_des_28_1,Modification 28: Increase in quantity delivered/requested,Numeric
1527,mod_des_28_2,Modification 28: Decrease in quantity delivered/requested,Numeric
1528,mod_des_28_3,Modification 28: Increase in capacity delivered/requested,Numeric
1529,mod_des_28_4,Modification 28: Decrease in capacity delivered/requested,Numeric
1530,mod_des_28_5,Modification 28: Schedule extended,Numeric
1531,mod_des_28_6,Modification 28: Schedule shortenend,Numeric
1532,mod_des_28_7,Modification 28: Rework needed,Numeric
1533,mod_des_28_8,Modification 28: Sustainability - anything to improve the longevity of the facil,Numeric
1534,mod_des_28_9,Modification 28: Compliance to meet health & safety requirements,Numeric
1535,mod_des_28_10,Modification 28: Compliance to meet environmental requirements,Numeric
1536,mod_des_28_11,Modification 28: Compliance to meet disability access requirements (local or int,Numeric
1537,mod_des_28_12,Modification 28: Other requirements,Numeric
1538,mod_des_28_13,"Modification 28: Other, Specify",Numeric
1539,mod_des_28_13_oe,MOD_DES_28_13_OE,String
1540,mod_des_28_96,Modification 28: Don't know,Numeric
1541,mod_value_28,What was the value of modification?,long
1542,mod_des_29,For modification please tell us if modification 29 covered any of the following ,Numeric
1543,mod_des_29_1,Modification 29: Increase in quantity delivered/requested,Numeric
1544,mod_des_29_2,Modification 29: Decrease in quantity delivered/requested,Numeric
1545,mod_des_29_3,Modification 29: Increase in capacity delivered/requested,Numeric
1546,mod_des_29_4,Modification 29: Decrease in capacity delivered/requested,Numeric
1547,mod_des_29_5,Modification 29: Schedule extended,Numeric
1548,mod_des_29_6,Modification 29: Schedule shortenend,Numeric
1549,mod_des_29_7,Modification 29: Rework needed,Numeric
1550,mod_des_29_8,Modification 29: Sustainability - anything to improve the longevity of the facil,Numeric
1551,mod_des_29_9,Modification 29: Compliance to meet health & safety requirements,Numeric
1552,mod_des_29_10,Modification 29: Compliance to meet environmental requirements,Numeric
1553,mod_des_29_11,Modification 29: Compliance to meet disability access requirements (local or int,Numeric
1554,mod_des_29_12,Modification 29: Other requirements,Numeric
1555,mod_des_29_13,"Modification 29: Other, Specify",Numeric
1556,mod_des_29_13_oe,MOD_DES_29_13_OE,String
1557,mod_des_29_96,Modification 29: Don't know,Numeric
1558,mod_value_29,What was the value of modification?,long
1559,mod_des_30,For modification please tell us if modification 30 covered any of the following ,Numeric
1560,mod_des_30_1,Modification 30: Increase in quantity delivered/requested,Numeric
1561,mod_des_30_2,Modification 30: Decrease in quantity delivered/requested,Numeric
1562,mod_des_30_3,Modification 30: Increase in capacity delivered/requested,Numeric
1563,mod_des_30_4,Modification 30: Decrease in capacity delivered/requested,Numeric
1564,mod_des_30_5,Modification 30: Schedule extended,Numeric
1565,mod_des_30_6,Modification 30: Schedule shortenend,Numeric
1566,mod_des_30_7,Modification 30: Rework needed,Numeric
1567,mod_des_30_8,Modification 30: Sustainability - anything to improve the longevity of the facil,Numeric
1568,mod_des_30_9,Modification 30: Compliance to meet health & safety requirements,Numeric
1569,mod_des_30_10,Modification 30: Compliance to meet environmental requirements,Numeric
1570,mod_des_30_11,Modification 30: Compliance to meet disability access requirements (local or int,Numeric
1571,mod_des_30_12,Modification 30: Other requirements,Numeric
1572,mod_des_30_13,"Modification 30: Other, Specify",Numeric
1573,mod_des_30_13_oe,MOD_DES_30_13_OE,String
1574,mod_des_30_96,Modification 30: Don't know,Numeric
1575,mod_value_30,What was the value of modification?,long
1576,mod_des_31,For modification please tell us if modification 31 covered any of the following ,Numeric
1577,mod_des_31_1,Modification 31: Increase in quantity delivered/requested,Numeric
1578,mod_des_31_2,Modification 31: Decrease in quantity delivered/requested,Numeric
1579,mod_des_31_3,Modification 31: Increase in capacity delivered/requested,Numeric
1580,mod_des_31_4,Modification 31: Decrease in capacity delivered/requested,Numeric
1581,mod_des_31_5,Modification 31: Schedule extended,Numeric
1582,mod_des_31_6,Modification 31: Schedule shortenend,Numeric
1583,mod_des_31_7,Modification 31: Rework needed,Numeric
1584,mod_des_31_8,Modification 31: Sustainability - anything to improve the longevity of the facil,Numeric
1585,mod_des_31_9,Modification 31: Compliance to meet health & safety requirements,Numeric
1586,mod_des_31_10,Modification 31: Compliance to meet environmental requirements,Numeric
1587,mod_des_31_11,Modification 31: Compliance to meet disability access requirements (local or int,Numeric
1588,mod_des_31_12,Modification 31: Other requirements,Numeric
1589,mod_des_31_13,"Modification 31: Other, Specify",Numeric
1590,mod_des_31_13_oe,MOD_DES_31_13_OE,String
1591,mod_des_31_96,Modification 31: Don't know,Numeric
1592,mod_value_31,What was the value of modification?,long
1596,cont_end_reason,"If the end date was modified, which of these external factors below contributed ",Integer
1597,cont_end_reason_1,Natural disasters,Numeric
1598,cont_end_reason_2,Weather-related delays,Numeric
1599,cont_end_reason_3,Materials shortages,Numeric
1600,cont_end_reason_4,Permits,Numeric
1601,cont_end_reason_5,Skilled labor shortages,Numeric
1602,cont_end_reason_6,Fuel shortages,Numeric
1603,cont_end_reason_7,Elections,Numeric
1604,cont_end_reason_8,Political unrest/demonstrations,Numeric
1605,cont_end_reason_9,Labor unrest/strikes,Numeric
1606,cont_end_reason_10,Local insurgency,Numeric
1607,cont_end_reason_11,Other security concerns,Numeric
1608,cont_end_reason_12,Reduced donor financing,Numeric
1609,cont_end_reason_13,USAID specific requirements,Numeric
1610,cont_end_reason_14,Other USG requirements,Numeric
1611,cont_end_reason_15,"Other, Specify",Numeric
1612,cont_end_reason_15_oe,CONT_END_REASON_15_OE,String
1613,cont_end_reason_16,No factors external to the award contributed to the award end date being modifie,Numeric
1617,amend_fin_budg_oe,AMEND_FIN_BUDG_OE,double
1621,fin_const_amt_oe,FIN_CONST_AMT_OE,double
1622,fin_const_reason,Which of these external factors below contributed to the amount budgeted within ,Integer
1623,fin_const_reason_1,Natural disasters,Numeric
1624,fin_const_reason_2,Permits,Numeric
1625,fin_const_reason_3,General price inflation,Numeric
1626,fin_const_reason_4,Building material cost increases,Numeric
1627,fin_const_reason_5,Skilled labor wage increases,Numeric
1628,fin_const_reason_6,Fuel cost increases,Numeric
1629,fin_const_reason_7,Weather-related delays,Numeric
1630,fin_const_reason_8,Elections,Numeric
1631,fin_const_reason_9,Political unrest/demonstrations,Numeric
1632,fin_const_reason_10,Labor unrest/strikes,Numeric
1633,fin_const_reason_11,Local insurgency,Numeric
1634,fin_const_reason_12,Other security concerns,Numeric
1635,fin_const_reason_14,USAID specific requirements,Numeric
1636,fin_const_reason_15,Other USG requirements,Numeric
1637,fin_const_reason_16,"Other, Specify",Numeric
1638,fin_const_reason_16_oe,FIN_CONST_REASON_16_OE,String
1639,fin_const_reason_17,No factors external to the award contributed to the award end date being modifie,Numeric
1640,fin_const_reason_13,Reduced donor financing,Numeric
1645,claimno1,Please tell us the total number of claims.,Integer
1646,claimamt1,Please tell us the total amount (USD).,double
1651,claimno2,Please tell us the total number of pending claims.,Integer
1652,claimamt2,Please tell us the total amount (USD).,long
1656,co_no_oe,CO_NO_OE,String
1660,co_sup_per_start_oe,CO_SUP_PER_START_OE,Integer
1664,co_sup_per_end_oe,CO_SUP_PER_END_OE,Integer
1668,co_sitevisit_oe,CO_SITEVISIT_OE,String
1700,cor_no_oe,COR_NO_OE,Numeric
1704,cor_sup_per_start_oe,COR_SUP_PER_START_OE,Integer
1708,cor_sup_per_end_oe,COR_SUP_PER_END_OE,Integer
1712,cor_sitevisit_oe,COR_SITEVISIT_OE,String
1750,cor_mgmt_cert_1,PMP (Project Management Professional),Numeric
1751,cor_mgmt_cert_2,CCM (Certified Construction Manager),Numeric
1752,cor_mgmt_cert_3,CCC (Certified Cost Consultant),Numeric
1753,cor_mgmt_cert_4,CCE (Certified Cost Engineer),Numeric
1754,cor_mgmt_cert_5,Other equivalent certification:,Numeric
1755,cor_mgmt_cert_5_oe,COR_MGMT_CERT_5_OE,String
1756,cor_mgmt_cert_6,None,Numeric
1757,cor_mgmt_cert_96,Don't know,Numeric
1758,const_doc,Which of the following were provided to the awardee prior to initiation of const,Numeric
1759,const_doc_1,Design drawings,Numeric
1760,const_doc_2,IEE (Initial Environmental Evaluation),Numeric
1761,const_doc_3,Geo-Technical Reports,Numeric
1762,const_doc_4,CBA (Cost Benefit Analysis),Numeric
1763,const_doc_5,Environmental Assessment,Numeric
1764,const_doc_6,Site topographic surveys,Numeric
1765,const_doc_7,Schedule,Numeric
1766,const_doc_8,Terms and conditions,Numeric
1767,const_doc_9,None,Numeric
1768,const_doc_96,Don't know,Numeric
1773,doc_prvd_oe,DOC_PRVD_OE,String
1780,doc_when_oe,DOC_WHEN_OE,String
1796,rep_freq_co_cor_oe,REP_FREQ_CO_COR_OE,String
1803,rep_freq_sup_eng_oe,REP_FREQ_SUP_ENG_OE,String
1804,prog_rep,When reporting for the infrastructure component to USAID or the supervising engi,Integer
1805,prog_rep_1,Daily site reports,Numeric
1806,prog_rep_2,Financial status (actual work done and its actual cost),Numeric
1807,prog_rep_3,Schedule status (actual work completed versus planned work),Numeric
1808,prog_rep_4,Health and safety record,Numeric
1809,prog_rep_5,Non-compliance with award,Numeric
1810,prog_rep_6,Potential delays and cost changes,Numeric
1811,prog_rep_7,Claims status,Numeric
1812,prog_rep_8,Issues for Engineer determination,Numeric
1813,prog_rep_9,Design issues and unforseen conditions,Numeric
1814,prog_rep_10,QA/QC procedures,Numeric
1815,prog_rep_11,Forward reporting period work plan,Numeric
1816,prog_rep_12,Environmental management and monitoring,Numeric
1817,prog_rep_13,"Other, Specify",Numeric
1818,prog_rep_13_oe,PROG_REP_13_OE,String
1819,prog_rep_96,Don't know,Numeric
1824,num_inci,How many incidents of death or injury were reported during the life of the award,Integer
1825,inci_des_1,Please describe incident 1 and the severity of injuries.,String
1826,num_injur_1,Number of injuries in incident 1,Integer
1827,num_death_1,Number of deaths in incident 1,Integer
1828,inci_des_2,Please describe incident 2 and the severity of injuries.,String
1829,num_injur_2,Number of injuries in incident 2,Integer
1830,num_death_2,Number of deaths in incident 2,Integer
1831,inci_des_3,Please describe incident 3 and the severity of injuries.,String
1832,num_injur_3,Number of injuries in incident 3,Integer
1833,num_death_3,Number of deaths in incident 3,Integer
1834,inci_des_4,Please describe incident 4 and the severity of injuries.,String
1835,num_injur_4,Number of injuries in incident 4,Integer
1836,num_death_4,Number of deaths in incident 4,Integer
1837,inci_des_5,Please describe incident 5 and the severity of injuries.,String
1838,num_injur_5,Number of injuries in incident 5,Integer
1839,num_death_5,Number of deaths in incident 5,Integer
1840,inci_des_6,Please describe incident 6 and the severity of injuries.,String
1841,num_injur_6,Number of injuries in incident 6,Integer
1842,num_death_6,Number of deaths in incident 6,Integer
1843,inci_des_7,Please describe incident 7 and the severity of injuries.,String
1844,num_injur_7,Number of injuries in incident 7,Integer
1845,num_death_7,Number of deaths in incident 7,Integer
1846,inci_des_8,Please describe incident 8 and the severity of injuries.,String
1847,num_injur_8,Number of injuries in incident 8,Integer
1848,num_death_8,Number of deaths in incident 8,Integer
1849,inci_des_9,Please describe incident 9 and the severity of injuries.,String
1850,num_injur_9,Number of injuries in incident 9,Integer
1851,num_death_9,Number of deaths in incident 9,Integer
1852,inci_des_10,Please describe incident 10 and the severity of injuries.,String
1853,num_injur_10,Number of injuries in incident 10,Integer
1854,num_death_10,Number of deaths in incident 10,Integer
1855,inci_des_11,Please describe incident 11 and the severity of injuries.,String
1856,num_injur_11,Number of injuries in incident 11,Integer
1857,num_death_11,Number of deaths in incident 11,Integer
1862,num_env_inc,How many environmental incidents were reported during the life of the award (i.e,Integer
1863,env_inc_des_1,Please describe incident 1,String
1864,env_inc_des_2,Please describe incident 2,String
1865,env_inc_des_3,Please describe incident 3,String
1866,env_inc_des_4,Please describe incident 4,String
1867,eng_approv,"Prior to construction, what documents was the awardee or awardor required to pro",Integer
1868,eng_approv_1,Detailed Work Plan with implementation schedule,Numeric
1869,eng_approv_2,Health and Safety Plan,Numeric
1870,eng_approv_3,Quality Assurance/Quality Control Plan,Numeric
1871,eng_approv_4,Site-Specific Environmental Management Plan,Numeric
1872,eng_approv_5,Methods and Materials Statement/Shop drawing,Numeric
1873,eng_approv_6,Staffing Plan,Numeric
1874,eng_approv_7,"Other, Specify",Numeric
1875,eng_approv_7_oe,ENG_APPROV_7_OE,String
1876,eng_approv_8,None,Numeric
1899,eng_over_oe,ENG_OVER_OE,String
1940,con_over_oe,CON_OVER_OE,String
1953,con_over2_oe,CON_OVER2_OE,String
1967,matl_test_oe,MATL_TEST_OE,String
1968,closeout_act,What construction closeout completion activities were completed or are planned? ,Integer
1969,closeout_act_1,Develop a project commissioning plan and checklist (i.e. equipment inspections a,Numeric
1970,closeout_act_2,Conduct and monitor project commissioning and start-up,Numeric
1971,closeout_act_3,Receive project operations manual,Numeric
1972,closeout_act_4,Receive all equipment warranties and operation manuals,Numeric
1973,closeout_act_5,Receive and approve all as-built drawings,Numeric
1974,closeout_act_6,Condcuted detailed turn-over inspection/final inspection and punch-list,Numeric
1975,closeout_act_7,Receive Certificate of project warranty,Numeric
1976,closeout_act_8,Receive Certificate of final release of liens and indemnity,Numeric
1977,closeout_act_9,Provide Official Project Acceptance Letter,Numeric
1978,closeout_act_10,"Other, Specify",Numeric
1979,closeout_act_10_oe,CLOSEOUT_ACT_10_OE,String
1980,closeout_act_96,Don't know,Numeric
1981,proj_follow,What follow-up activities were conducted in association with the construction po,Integer
1982,proj_follow_1,Warranty period inspection by USAID,Numeric
1983,proj_follow_2,Follow up review by implementer,Numeric
1984,proj_follow_3,Verification of the facility use by beneficiaries,Numeric
1985,proj_follow_4,Verification of appropriate operational practices and procedures,Numeric
1986,proj_follow_5,None of the above,Numeric
0,start,"Will you participate in this survey and complete the questions to the best of yo (0: No, 1: Yes)",Integer
1,projname_conf,"Is the award name correct? (0: Enter correct award name, 1: Yes)",Integer
2,award_no_conf,"Is the award number correct? (0: Enter corrected award number, 1: Yes)",Integer
3,proj_phase,"What phase is the award in? (1: Award/Mobilization, 2: In implementation, 3: Award ended)",Integer
4,con_phase,"What phase is the construction component of the award in? (Check one only) (1: Award/Mobilization, 2: Under construction, 3: Construction closeout (punch list), 4: Completed)",Integer
