,Variable Name,Variable Label,Variable Type
3846,ener_carbon_act_sites_1_2,Rural:,Numeric
3847,ener_carbon_act_sites_1_2_oe,ENER_CARBON_ACT_SITES_1_2_OE,Numeric
3848,ener_carbon_act_sites_1_96,Don't know,Numeric
3849,ener_carbon_plan_mwgen_1,"##ENER_CARBON_TYPE-RC## Planned typical generation capacity (MW, by location)",Numeric
3850,ener_carbon_plan_mwgen_1_1,Urban:,Numeric
3851,ener_carbon_plan_mwgen_1_1_oe,ENER_CARBON_PLAN_MWGEN_1_1_OE,String
3852,ener_carbon_plan_mwgen_1_2,Rural:,Numeric
3853,ener_carbon_plan_mwgen_1_2_oe,ENER_CARBON_PLAN_MWGEN_1_2_OE,double
3854,ener_carbon_plan_mwgen_1_96,Don't know,Numeric
3855,ener_carbon_act_mwgen_1,"##ENER_CARBON_TYPE-RC## Actual typical generation capacity (MW, by location)",Numeric
3856,ener_carbon_act_mwgen_1_1,Urban:,Numeric
3857,ener_carbon_act_mwgen_1_1_oe,ENER_CARBON_ACT_MWGEN_1_1_OE,String
3858,ener_carbon_act_mwgen_1_2,Rural:,Numeric
3859,ener_carbon_act_mwgen_1_2_oe,ENER_CARBON_ACT_MWGEN_1_2_OE,double
3860,ener_carbon_act_mwgen_1_96,Don't know,Numeric
3861,ener_carbon_plan_pop_1,##ENER_CARBON_TYPE-RC## Planned population served (by location),Numeric
3862,ener_carbon_plan_pop_1_1,Urban:,Numeric
3863,ener_carbon_plan_pop_1_1_oe,ENER_CARBON_PLAN_POP_1_1_OE,String
3864,ener_carbon_plan_pop_1_2,Rural:,Numeric
3865,ener_carbon_plan_pop_1_2_oe,ENER_CARBON_PLAN_POP_1_2_OE,Integer
3866,ener_carbon_plan_pop_1_96,Don't know,Numeric
3867,ener_carbon_act_pop_1,##ENER_CARBON_TYPE-RC## Actual population served (by location),Numeric
3868,ener_carbon_act_pop_1_1,Urban:,Numeric
3869,ener_carbon_act_pop_1_1_oe,ENER_CARBON_ACT_POP_1_1_OE,String
3870,ener_carbon_act_pop_1_2,Rural:,Numeric
3871,ener_carbon_act_pop_1_2_oe,ENER_CARBON_ACT_POP_1_2_OE,Integer
3872,ener_carbon_act_pop_1_96,Don't know,Numeric
3876,ener_carbon_plan_life_1_oe,ENER_CARBON_PLAN_LIFE_1_OE,Numeric
3880,ener_carbon_est_life_1_oe,ENER_CARBON_EST_LIFE_1_OE,Numeric
3888,ener_carbon_rework_1_oe,ENER_CARBON_REWORK_1_OE,Numeric
3889,ener_carbon_gps_1_file,Type 1: ENER_CARBON_GPS : File,Numeric
3890,ener_carbon_gps_1_gpscoordinates,Type 1: ##ENER_CARBON_TYPE-RC## GPS coordinates for all related construction str,String
3891,ener_carbon_gps_1_refusalmsg,Type 1: ENER_CARBON_GPS : Refusal Message,String
3901,ener_carbon_plan_sites_2,##ENER_CARBON_TYPE-RC## Planned # of sites (by location),Numeric
3902,ener_carbon_plan_sites_2_1,Urban:,Numeric
3903,ener_carbon_plan_sites_2_1_oe,ENER_CARBON_PLAN_SITES_2_1_OE,Numeric
3904,ener_carbon_plan_sites_2_2,Rural:,Numeric
3905,ener_carbon_plan_sites_2_2_oe,ENER_CARBON_PLAN_SITES_2_2_OE,Numeric
3906,ener_carbon_plan_sites_2_96,Don't know,Numeric
3907,ener_carbon_act_sites_2,##ENER_CARBON_TYPE-RC## Actual # of sites (by location),Numeric
3908,ener_carbon_act_sites_2_1,Urban:,Numeric
3909,ener_carbon_act_sites_2_1_oe,ENER_CARBON_ACT_SITES_2_1_OE,Numeric
3910,ener_carbon_act_sites_2_2,Rural:,Numeric
3911,ener_carbon_act_sites_2_2_oe,ENER_CARBON_ACT_SITES_2_2_OE,Numeric
3912,ener_carbon_act_sites_2_96,Don't know,Numeric
3913,ener_carbon_plan_mwgen_2,"##ENER_CARBON_TYPE-RC## Planned typical generation capacity (MW, by location)",Numeric
3914,ener_carbon_plan_mwgen_2_1,Urban:,Numeric
3915,ener_carbon_plan_mwgen_2_1_oe,ENER_CARBON_PLAN_MWGEN_2_1_OE,Numeric
3916,ener_carbon_plan_mwgen_2_2,Rural:,Numeric
3917,ener_carbon_plan_mwgen_2_2_oe,ENER_CARBON_PLAN_MWGEN_2_2_OE,Integer
3918,ener_carbon_plan_mwgen_2_96,Don't know,Numeric
3919,ener_carbon_act_mwgen_2,"##ENER_CARBON_TYPE-RC## Actual typical generation capacity (MW, by location)",Numeric
3920,ener_carbon_act_mwgen_2_1,Urban:,Numeric
3921,ener_carbon_act_mwgen_2_1_oe,ENER_CARBON_ACT_MWGEN_2_1_OE,Numeric
3922,ener_carbon_act_mwgen_2_2,Rural:,Numeric
3923,ener_carbon_act_mwgen_2_2_oe,ENER_CARBON_ACT_MWGEN_2_2_OE,String
3924,ener_carbon_act_mwgen_2_96,Don't know,Numeric
3925,ener_carbon_plan_pop_2,##ENER_CARBON_TYPE-RC## Planned population served (by location),Numeric
3926,ener_carbon_plan_pop_2_1,Urban:,Numeric
3927,ener_carbon_plan_pop_2_1_oe,ENER_CARBON_PLAN_POP_2_1_OE,Numeric
3928,ener_carbon_plan_pop_2_2,Rural:,Numeric
3929,ener_carbon_plan_pop_2_2_oe,ENER_CARBON_PLAN_POP_2_2_OE,Integer
3930,ener_carbon_plan_pop_2_96,Don't know,Numeric
3931,ener_carbon_act_pop_2,##ENER_CARBON_TYPE-RC## Actual population served (by location),Numeric
3932,ener_carbon_act_pop_2_1,Urban:,Numeric
3933,ener_carbon_act_pop_2_1_oe,ENER_CARBON_ACT_POP_2_1_OE,Numeric
3934,ener_carbon_act_pop_2_2,Rural:,Numeric
3935,ener_carbon_act_pop_2_2_oe,ENER_CARBON_ACT_POP_2_2_OE,Integer
3936,ener_carbon_act_pop_2_96,Don't know,Numeric
3940,ener_carbon_plan_life_2_oe,ENER_CARBON_PLAN_LIFE_2_OE,Numeric
3944,ener_carbon_est_life_2_oe,ENER_CARBON_EST_LIFE_2_OE,Numeric
3952,ener_carbon_rework_2_oe,ENER_CARBON_REWORK_2_OE,Numeric
3953,ener_carbon_gps_2_file,Type 2: ENER_CARBON_GPS : File,Numeric
3954,ener_carbon_gps_2_gpscoordinates,Type 2: ##ENER_CARBON_TYPE-RC## GPS coordinates for all related construction str,String
3955,ener_carbon_gps_2_refusalmsg,Type 2: ENER_CARBON_GPS : Refusal Message,Numeric
3965,ener_carbon_plan_sites_3,##ENER_CARBON_TYPE-RC## Planned # of sites (by location),Numeric
3966,ener_carbon_plan_sites_3_1,Urban:,Numeric
3967,ener_carbon_plan_sites_3_1_oe,ENER_CARBON_PLAN_SITES_3_1_OE,Numeric
3968,ener_carbon_plan_sites_3_2,Rural:,Numeric
3969,ener_carbon_plan_sites_3_2_oe,ENER_CARBON_PLAN_SITES_3_2_OE,Numeric
3970,ener_carbon_plan_sites_3_96,Don't know,Numeric
3971,ener_carbon_act_sites_3,##ENER_CARBON_TYPE-RC## Actual # of sites (by location),Numeric
3972,ener_carbon_act_sites_3_1,Urban:,Numeric
3973,ener_carbon_act_sites_3_1_oe,ENER_CARBON_ACT_SITES_3_1_OE,Numeric
3974,ener_carbon_act_sites_3_2,Rural:,Numeric
3975,ener_carbon_act_sites_3_2_oe,ENER_CARBON_ACT_SITES_3_2_OE,Numeric
3976,ener_carbon_act_sites_3_96,Don't know,Numeric
3977,ener_carbon_plan_mwgen_3,"##ENER_CARBON_TYPE-RC## Planned typical generation capacity (MW, by location)",Numeric
3978,ener_carbon_plan_mwgen_3_1,Urban:,Numeric
3979,ener_carbon_plan_mwgen_3_1_oe,ENER_CARBON_PLAN_MWGEN_3_1_OE,Numeric
3980,ener_carbon_plan_mwgen_3_2,Rural:,Numeric
3981,ener_carbon_plan_mwgen_3_2_oe,ENER_CARBON_PLAN_MWGEN_3_2_OE,Integer
3982,ener_carbon_plan_mwgen_3_96,Don't know,Numeric
3983,ener_carbon_act_mwgen_3,"##ENER_CARBON_TYPE-RC## Actual typical generation capacity (MW, by location)",Numeric
3984,ener_carbon_act_mwgen_3_1,Urban:,Numeric
3985,ener_carbon_act_mwgen_3_1_oe,ENER_CARBON_ACT_MWGEN_3_1_OE,Numeric
3986,ener_carbon_act_mwgen_3_2,Rural:,Numeric
3987,ener_carbon_act_mwgen_3_2_oe,ENER_CARBON_ACT_MWGEN_3_2_OE,String
3988,ener_carbon_act_mwgen_3_96,Don't know,Numeric
3989,ener_carbon_plan_pop_3,##ENER_CARBON_TYPE-RC## Planned population served (by location),Numeric
3990,ener_carbon_plan_pop_3_1,Urban:,Numeric
3991,ener_carbon_plan_pop_3_1_oe,ENER_CARBON_PLAN_POP_3_1_OE,Numeric
3992,ener_carbon_plan_pop_3_2,Rural:,Numeric
3993,ener_carbon_plan_pop_3_2_oe,ENER_CARBON_PLAN_POP_3_2_OE,Numeric
3994,ener_carbon_plan_pop_3_96,Don't know,Numeric
3995,ener_carbon_act_pop_3,##ENER_CARBON_TYPE-RC## Actual population served (by location),Numeric
3996,ener_carbon_act_pop_3_1,Urban:,Numeric
3997,ener_carbon_act_pop_3_1_oe,ENER_CARBON_ACT_POP_3_1_OE,Numeric
3998,ener_carbon_act_pop_3_2,Rural:,Numeric
3999,ener_carbon_act_pop_3_2_oe,ENER_CARBON_ACT_POP_3_2_OE,Numeric
4000,ener_carbon_act_pop_3_96,Don't know,Numeric
4004,ener_carbon_plan_life_3_oe,ENER_CARBON_PLAN_LIFE_3_OE,Numeric
4008,ener_carbon_est_life_3_oe,ENER_CARBON_EST_LIFE_3_OE,Numeric
4016,ener_carbon_rework_3_oe,ENER_CARBON_REWORK_3_OE,Numeric
4017,ener_carbon_gps_3_file,Type 3: ENER_CARBON_GPS : File,Numeric
4018,ener_carbon_gps_3_gpscoordinates,Type 3: ##ENER_CARBON_TYPE-RC## GPS coordinates for all related construction str,String
4019,ener_carbon_gps_3_refusalmsg,Type 3: ENER_CARBON_GPS : Refusal Message,Numeric
4029,ener_carbon_plan_sites_4,##ENER_CARBON_TYPE-RC## Planned # of sites (by location),Numeric
4030,ener_carbon_plan_sites_4_1,Urban:,Numeric
4031,ener_carbon_plan_sites_4_1_oe,ENER_CARBON_PLAN_SITES_4_1_OE,Numeric
4032,ener_carbon_plan_sites_4_2,Rural:,Numeric
4033,ener_carbon_plan_sites_4_2_oe,ENER_CARBON_PLAN_SITES_4_2_OE,Numeric
4034,ener_carbon_plan_sites_4_96,Don't know,Numeric
4035,ener_carbon_act_sites_4,##ENER_CARBON_TYPE-RC## Actual # of sites (by location),Numeric
4036,ener_carbon_act_sites_4_1,Urban:,Numeric
4037,ener_carbon_act_sites_4_1_oe,ENER_CARBON_ACT_SITES_4_1_OE,Numeric
4038,ener_carbon_act_sites_4_2,Rural:,Numeric
4039,ener_carbon_act_sites_4_2_oe,ENER_CARBON_ACT_SITES_4_2_OE,Numeric
4040,ener_carbon_act_sites_4_96,Don't know,Numeric
4041,ener_carbon_plan_mwgen_4,"##ENER_CARBON_TYPE-RC## Planned typical generation capacity (MW, by location)",Numeric
4042,ener_carbon_plan_mwgen_4_1,Urban:,Numeric
4043,ener_carbon_plan_mwgen_4_1_oe,ENER_CARBON_PLAN_MWGEN_4_1_OE,Numeric
4044,ener_carbon_plan_mwgen_4_2,Rural:,Numeric
4045,ener_carbon_plan_mwgen_4_2_oe,ENER_CARBON_PLAN_MWGEN_4_2_OE,Numeric
4046,ener_carbon_plan_mwgen_4_96,Don't know,Numeric
4047,ener_carbon_act_mwgen_4,"##ENER_CARBON_TYPE-RC## Actual typical generation capacity (MW, by location)",Numeric
4048,ener_carbon_act_mwgen_4_1,Urban:,Numeric
4049,ener_carbon_act_mwgen_4_1_oe,ENER_CARBON_ACT_MWGEN_4_1_OE,Numeric
4050,ener_carbon_act_mwgen_4_2,Rural:,Numeric
4051,ener_carbon_act_mwgen_4_2_oe,ENER_CARBON_ACT_MWGEN_4_2_OE,Numeric
4052,ener_carbon_act_mwgen_4_96,Don't know,Numeric
4053,ener_carbon_plan_pop_4,##ENER_CARBON_TYPE-RC## Planned population served (by location),Numeric
4054,ener_carbon_plan_pop_4_1,Urban:,Numeric
4055,ener_carbon_plan_pop_4_1_oe,ENER_CARBON_PLAN_POP_4_1_OE,Numeric
4056,ener_carbon_plan_pop_4_2,Rural:,Numeric
4057,ener_carbon_plan_pop_4_2_oe,ENER_CARBON_PLAN_POP_4_2_OE,Numeric
4058,ener_carbon_plan_pop_4_96,Don't know,Numeric
4059,ener_carbon_act_pop_4,##ENER_CARBON_TYPE-RC## Actual population served (by location),Numeric
4060,ener_carbon_act_pop_4_1,Urban:,Numeric
4061,ener_carbon_act_pop_4_1_oe,ENER_CARBON_ACT_POP_4_1_OE,Numeric
4062,ener_carbon_act_pop_4_2,Rural:,Numeric
4063,ener_carbon_act_pop_4_2_oe,ENER_CARBON_ACT_POP_4_2_OE,Numeric
4064,ener_carbon_act_pop_4_96,Don't know,Numeric
4068,ener_carbon_plan_life_4_oe,ENER_CARBON_PLAN_LIFE_4_OE,Numeric
4072,ener_carbon_est_life_4_oe,ENER_CARBON_EST_LIFE_4_OE,Numeric
4080,ener_carbon_rework_4_oe,ENER_CARBON_REWORK_4_OE,Numeric
4081,ener_carbon_gps_4_file,Type 4: ENER_CARBON_GPS : File,Numeric
4082,ener_carbon_gps_4_gpscoordinates,Type 4: ##ENER_CARBON_TYPE-RC## GPS coordinates for all related construction str,Numeric
4083,ener_carbon_gps_4_refusalmsg,Type 4: ENER_CARBON_GPS : Refusal Message,Numeric
4093,ener_carbon_plan_sites_5,##ENER_CARBON_TYPE-RC## Planned # of sites (by location),Numeric
4094,ener_carbon_plan_sites_5_1,Urban:,Numeric
4095,ener_carbon_plan_sites_5_1_oe,ENER_CARBON_PLAN_SITES_5_1_OE,Numeric
4096,ener_carbon_plan_sites_5_2,Rural:,Numeric
4097,ener_carbon_plan_sites_5_2_oe,ENER_CARBON_PLAN_SITES_5_2_OE,Numeric
4098,ener_carbon_plan_sites_5_96,Don't know,Numeric
4099,ener_carbon_act_sites_5,##ENER_CARBON_TYPE-RC## Actual # of sites (by location),Numeric
4100,ener_carbon_act_sites_5_1,Urban:,Numeric
4101,ener_carbon_act_sites_5_1_oe,ENER_CARBON_ACT_SITES_5_1_OE,Numeric
4102,ener_carbon_act_sites_5_2,Rural:,Numeric
4103,ener_carbon_act_sites_5_2_oe,ENER_CARBON_ACT_SITES_5_2_OE,Numeric
4104,ener_carbon_act_sites_5_96,Don't know,Numeric
4105,ener_carbon_plan_mwgen_5,"##ENER_CARBON_TYPE-RC## Planned typical generation capacity (MW, by location)",Numeric
4106,ener_carbon_plan_mwgen_5_1,Urban:,Numeric
4107,ener_carbon_plan_mwgen_5_1_oe,ENER_CARBON_PLAN_MWGEN_5_1_OE,Numeric
4108,ener_carbon_plan_mwgen_5_2,Rural:,Numeric
4109,ener_carbon_plan_mwgen_5_2_oe,ENER_CARBON_PLAN_MWGEN_5_2_OE,double
4110,ener_carbon_plan_mwgen_5_96,Don't know,Numeric
4111,ener_carbon_act_mwgen_5,"##ENER_CARBON_TYPE-RC## Actual typical generation capacity (MW, by location)",Numeric
4112,ener_carbon_act_mwgen_5_1,Urban:,Numeric
4113,ener_carbon_act_mwgen_5_1_oe,ENER_CARBON_ACT_MWGEN_5_1_OE,Numeric
4114,ener_carbon_act_mwgen_5_2,Rural:,Numeric
4115,ener_carbon_act_mwgen_5_2_oe,ENER_CARBON_ACT_MWGEN_5_2_OE,double
4116,ener_carbon_act_mwgen_5_96,Don't know,Numeric
4117,ener_carbon_plan_pop_5,##ENER_CARBON_TYPE-RC## Planned population served (by location),Numeric
4118,ener_carbon_plan_pop_5_1,Urban:,Numeric
4119,ener_carbon_plan_pop_5_1_oe,ENER_CARBON_PLAN_POP_5_1_OE,Numeric
4120,ener_carbon_plan_pop_5_2,Rural:,Numeric
4121,ener_carbon_plan_pop_5_2_oe,ENER_CARBON_PLAN_POP_5_2_OE,Integer
4122,ener_carbon_plan_pop_5_96,Don't know,Numeric
4123,ener_carbon_act_pop_5,##ENER_CARBON_TYPE-RC## Actual population served (by location),Numeric
4124,ener_carbon_act_pop_5_1,Urban:,Numeric
4125,ener_carbon_act_pop_5_1_oe,ENER_CARBON_ACT_POP_5_1_OE,Numeric
4126,ener_carbon_act_pop_5_2,Rural:,Numeric
4127,ener_carbon_act_pop_5_2_oe,ENER_CARBON_ACT_POP_5_2_OE,Integer
4128,ener_carbon_act_pop_5_96,Don't know,Numeric
4132,ener_carbon_plan_life_5_oe,ENER_CARBON_PLAN_LIFE_5_OE,Numeric
4136,ener_carbon_est_life_5_oe,ENER_CARBON_EST_LIFE_5_OE,Numeric
4144,ener_carbon_rework_5_oe,ENER_CARBON_REWORK_5_OE,Numeric
4145,ener_carbon_gps_5_file,Type 5: ENER_CARBON_GPS : File,Numeric
4146,ener_carbon_gps_5_gpscoordinates,Type 5: ##ENER_CARBON_TYPE-RC## GPS coordinates for all related construction str,String
4147,ener_carbon_gps_5_refusalmsg,Type 5: ENER_CARBON_GPS : Refusal Message,Numeric
4157,ener_carbon_plan_sites_6,##ENER_CARBON_TYPE-RC## Planned # of sites (by location),Numeric
4158,ener_carbon_plan_sites_6_1,Urban:,Numeric
4159,ener_carbon_plan_sites_6_1_oe,ENER_CARBON_PLAN_SITES_6_1_OE,Numeric
4160,ener_carbon_plan_sites_6_2,Rural:,Numeric
4161,ener_carbon_plan_sites_6_2_oe,ENER_CARBON_PLAN_SITES_6_2_OE,Numeric
4162,ener_carbon_plan_sites_6_96,Don't know,Numeric
4163,ener_carbon_act_sites_6,##ENER_CARBON_TYPE-RC## Actual # of sites (by location),Numeric
4164,ener_carbon_act_sites_6_1,Urban:,Numeric
4165,ener_carbon_act_sites_6_1_oe,ENER_CARBON_ACT_SITES_6_1_OE,Numeric
4166,ener_carbon_act_sites_6_2,Rural:,Numeric
4167,ener_carbon_act_sites_6_2_oe,ENER_CARBON_ACT_SITES_6_2_OE,Numeric
4168,ener_carbon_act_sites_6_96,Don't know,Numeric
4169,ener_carbon_plan_mwgen_6,"##ENER_CARBON_TYPE-RC## Planned typical generation capacity (MW, by location)",Numeric
4170,ener_carbon_plan_mwgen_6_1,Urban:,Numeric
4171,ener_carbon_plan_mwgen_6_1_oe,ENER_CARBON_PLAN_MWGEN_6_1_OE,String
4172,ener_carbon_plan_mwgen_6_2,Rural:,Numeric
4173,ener_carbon_plan_mwgen_6_2_oe,ENER_CARBON_PLAN_MWGEN_6_2_OE,Numeric
4174,ener_carbon_plan_mwgen_6_96,Don't know,Numeric
4175,ener_carbon_act_mwgen_6,"##ENER_CARBON_TYPE-RC## Actual typical generation capacity (MW, by location)",Numeric
4176,ener_carbon_act_mwgen_6_1,Urban:,Numeric
4177,ener_carbon_act_mwgen_6_1_oe,ENER_CARBON_ACT_MWGEN_6_1_OE,String
4178,ener_carbon_act_mwgen_6_2,Rural:,Numeric
4179,ener_carbon_act_mwgen_6_2_oe,ENER_CARBON_ACT_MWGEN_6_2_OE,Numeric
4180,ener_carbon_act_mwgen_6_96,Don't know,Numeric
4181,ener_carbon_plan_pop_6,##ENER_CARBON_TYPE-RC## Planned population served (by location),Numeric
4182,ener_carbon_plan_pop_6_1,Urban:,Numeric
4183,ener_carbon_plan_pop_6_1_oe,ENER_CARBON_PLAN_POP_6_1_OE,long
4184,ener_carbon_plan_pop_6_2,Rural:,Numeric
4185,ener_carbon_plan_pop_6_2_oe,ENER_CARBON_PLAN_POP_6_2_OE,Numeric
4186,ener_carbon_plan_pop_6_96,Don't know,Numeric
4187,ener_carbon_act_pop_6,##ENER_CARBON_TYPE-RC## Actual population served (by location),Numeric
4188,ener_carbon_act_pop_6_1,Urban:,Numeric
4189,ener_carbon_act_pop_6_1_oe,ENER_CARBON_ACT_POP_6_1_OE,long
4190,ener_carbon_act_pop_6_2,Rural:,Numeric
4191,ener_carbon_act_pop_6_2_oe,ENER_CARBON_ACT_POP_6_2_OE,Numeric
4192,ener_carbon_act_pop_6_96,Don't know,Numeric
4196,ener_carbon_plan_life_6_oe,ENER_CARBON_PLAN_LIFE_6_OE,Numeric
4200,ener_carbon_est_life_6_oe,ENER_CARBON_EST_LIFE_6_OE,Numeric
4208,ener_carbon_rework_6_oe,ENER_CARBON_REWORK_6_OE,Numeric
4209,ener_carbon_gps_6_file,Type 6: ENER_CARBON_GPS : File,Numeric
4210,ener_carbon_gps_6_gpscoordinates,Type 6: ##ENER_CARBON_TYPE-RC## GPS coordinates for all related construction str,String
4211,ener_carbon_gps_6_refusalmsg,Type 6: ENER_CARBON_GPS : Refusal Message,String
4215,ener_solwind_type,"For solar and wind-based power generation facilities, please select all that app",Integer
4216,ener_solwind_type_1,Solar,Numeric
4217,ener_solwind_type_2,Wind,Numeric
4218,ener_solwind_const_location_1,##ENER_SOLWIND_TYPE-RC## Construction location,Numeric
4219,ener_solwind_conflict_1,##ENER_SOLWIND_TYPE-RC## Was/Is construction in a conflict area?,Numeric
4220,ener_solwind_plan_sites_1,##ENER_SOLWIND_TYPE-RC## Planned # of sites (by location),Numeric
4221,ener_solwind_plan_sites_1_1,Urban:,Numeric
4222,ener_solwind_plan_sites_1_1_oe,ENER_SOLWIND_PLAN_SITES_1_1_OE,Numeric
4223,ener_solwind_plan_sites_1_2,Rural:,Numeric
4224,ener_solwind_plan_sites_1_2_oe,ENER_SOLWIND_PLAN_SITES_1_2_OE,String
4225,ener_solwind_plan_sites_1_96,Don't know,Numeric
4226,ener_solwind_act_sites_1,##ENER_SOLWIND_TYPE-RC## Actual/ Estimated # of sites (by location),Integer
4227,ener_solwind_act_sites_1_1,Urban:,Numeric
4228,ener_solwind_act_sites_1_1_oe,ENER_SOLWIND_ACT_SITES_1_1_OE,Numeric
4229,ener_solwind_act_sites_1_2,Rural:,Numeric
4230,ener_solwind_act_sites_1_2_oe,ENER_SOLWIND_ACT_SITES_1_2_OE,String
4231,ener_solwind_act_sites_1_96,Don't know,Numeric
4232,ener_solwind_plan_mwgen_1,"##ENER_SOLWIND_TYPE-RC## Planned typical generation capacity (MW, by location))",Integer
4233,ener_solwind_plan_mwgen_1_1,Urban:,Numeric
4234,ener_solwind_plan_mwgen_1_1_oe,ENER_SOLWIND_PLAN_MWGEN_1_1_OE,Numeric
4235,ener_solwind_plan_mwgen_1_2,Rural:,Numeric
4236,ener_solwind_plan_mwgen_1_2_oe,ENER_SOLWIND_PLAN_MWGEN_1_2_OE,String
4237,ener_solwind_plan_mwgen_1_96,Don't know,Numeric
4238,ener_solwind_act_mwgen_1,"##ENER_SOLWIND_TYPE-RC## Actual/ Estimated typical generation capacity (MW, by l",Integer
4239,ener_solwind_act_mwgen_1_1,Urban,Numeric
4240,ener_solwind_act_mwgen_1_2,Rural,Numeric
4241,ener_solwind_act_mwgen_1_96,Don't Know,Numeric
4242,ener_solwind_grid_1,##ENER_SOLWIND_TYPE-RC## On/off grid,Integer
4243,ener_solwind_plan_pop_1,##ENER_SOLWIND_TYPE-RC## Planned population served (by location),Integer
4244,ener_solwind_plan_pop_1_1,Urban:,Numeric
4245,ener_solwind_plan_pop_1_1_oe,ENER_SOLWIND_PLAN_POP_1_1_OE,long
4246,ener_solwind_plan_pop_1_2,Rural:,Numeric
4247,ener_solwind_plan_pop_1_2_oe,ENER_SOLWIND_PLAN_POP_1_2_OE,String
4248,ener_solwind_plan_pop_1_96,Don't know,Numeric
4249,ener_solwind_act_pop_1,##ENER_SOLWIND_TYPE-RC## Actual population served (by location),Integer
4250,ener_solwind_act_pop_1_1,Urban:,Numeric
4251,ener_solwind_act_pop_1_1_oe,ENER_SOLWIND_ACT_POP_1_1_OE,long
4252,ener_solwind_act_pop_1_2,Rural:,Numeric
4253,ener_solwind_act_pop_1_2_oe,ENER_SOLWIND_ACT_POP_1_2_OE,String
4254,ener_solwind_act_pop_1_96,Don't know,Numeric
4255,ener_solwind_plan_life_1,##ENER_SOLWIND_TYPE-RC## Planned/ designed economic life of the constructed faci,Numeric
4256,ener_solwind_plan_life_1_oe,ENER_SOLWIND_PLAN_LIFE_1_OE,String
4257,ener_solwind_est_life_1,##ENER_SOLWIND_TYPE-RC## Estimated economic life of the constructed facility (ye,Integer
4258,ener_solwind_est_life_1_oe,ENER_SOLWIND_EST_LIFE_1_OE,String
4259,ener_solwind_rework_1,##ENER_SOLWIND_TYPE-RC## Rework required not completed prior to award end date,Numeric
4260,ener_solwind_rework_1_oe,ENER_SOLWIND_REWORK_1_OE,String
4261,ener_solwind_gps_1_file,Type 1: ENER_SOLWIND_GPS : File,Numeric
4262,ener_solwind_gps_1_gpscoordinate,Type 1: ##ENER_SOLWIND_TYPE-RC## GPS coordinates for all related construction st,String
4263,ener_solwind_gps_1_refusalmsg,Type 1: ENER_SOLWIND_GPS : Refusal Message,String
4264,ener_solwind_const_location_2,##ENER_SOLWIND_TYPE-RC## Construction location,Integer
4265,ener_solwind_conflict_2,##ENER_SOLWIND_TYPE-RC## Was/Is construction in a conflict area?,Integer
4266,ener_solwind_plan_sites_2,##ENER_SOLWIND_TYPE-RC## Planned # of sites (by location),Integer
4267,ener_solwind_plan_sites_2_1,Urban:,Numeric
4268,ener_solwind_plan_sites_2_1_oe,ENER_SOLWIND_PLAN_SITES_2_1_OE,Numeric
4269,ener_solwind_plan_sites_2_2,Rural:,Numeric
4270,ener_solwind_plan_sites_2_2_oe,ENER_SOLWIND_PLAN_SITES_2_2_OE,String
4271,ener_solwind_plan_sites_2_96,Don't know,Numeric
4272,ener_solwind_act_sites_2,##ENER_SOLWIND_TYPE-RC## Actual/ Estimated # of sites (by location),Integer
4273,ener_solwind_act_sites_2_1,Urban:,Numeric
4274,ener_solwind_act_sites_2_1_oe,ENER_SOLWIND_ACT_SITES_2_1_OE,Numeric
4275,ener_solwind_act_sites_2_2,Rural:,Numeric
4276,ener_solwind_act_sites_2_2_oe,ENER_SOLWIND_ACT_SITES_2_2_OE,String
4277,ener_solwind_act_sites_2_96,Don't know,Numeric
4278,ener_solwind_plan_mwgen_2,"##ENER_SOLWIND_TYPE-RC## Planned typical generation capacity (MW, by location))",Integer
4279,ener_solwind_plan_mwgen_2_1,Urban:,Numeric
4280,ener_solwind_plan_mwgen_2_1_oe,ENER_SOLWIND_PLAN_MWGEN_2_1_OE,Numeric
4281,ener_solwind_plan_mwgen_2_2,Rural:,Numeric
4282,ener_solwind_plan_mwgen_2_2_oe,ENER_SOLWIND_PLAN_MWGEN_2_2_OE,Numeric
4283,ener_solwind_plan_mwgen_2_96,Don't know,Numeric
4284,ener_solwind_act_mwgen_2,"##ENER_SOLWIND_TYPE-RC## Actual/ Estimated typical generation capacity (MW, by l",Integer
4285,ener_solwind_act_mwgen_2_1,Urban,Numeric
4286,ener_solwind_act_mwgen_2_2,Rural,Numeric
4287,ener_solwind_act_mwgen_2_96,Don't Know,Numeric
4288,ener_solwind_grid_2,##ENER_SOLWIND_TYPE-RC## On/off grid,Integer
4289,ener_solwind_plan_pop_2,##ENER_SOLWIND_TYPE-RC## Planned population served (by location),Integer
4290,ener_solwind_plan_pop_2_1,Urban:,Numeric
4291,ener_solwind_plan_pop_2_1_oe,ENER_SOLWIND_PLAN_POP_2_1_OE,Numeric
4292,ener_solwind_plan_pop_2_2,Rural:,Numeric
4293,ener_solwind_plan_pop_2_2_oe,ENER_SOLWIND_PLAN_POP_2_2_OE,Numeric
4294,ener_solwind_plan_pop_2_96,Don't know,Numeric
4295,ener_solwind_act_pop_2,##ENER_SOLWIND_TYPE-RC## Actual population served (by location),Integer
4296,ener_solwind_act_pop_2_1,Urban:,Numeric
4297,ener_solwind_act_pop_2_1_oe,ENER_SOLWIND_ACT_POP_2_1_OE,Numeric
4298,ener_solwind_act_pop_2_2,Rural:,Numeric
